"R0","waneRate","OPVtrans","ramp","vaccRate","finalPrev","lambdaIoutReinfF","lambdaIoutReinf0t5F","lambdaIoutReinf5t15F","lambdaIoutReinf15p","lambdaIoutF","lambdaIout0t5F","lambdaIout5t15F","lambdaIout15p"
19,0.07,0.1,2,2.3,5.86559026229e-180,1.46935112319e-180,2.86209851546e-183,8.37457111369e-182,1.38274331353e-180,1.89889718208e-180,4.30286434253e-181,8.4577515838e-182,1.38403323199e-180
19,0.07,0.1,2,2.4,2.70028421504e-203,6.77593615329e-204,1.2998396616e-206,3.83940035992e-205,6.37899772068e-204,8.7084001155e-204,1.93863402144e-204,3.8661854299e-205,6.38314755107e-204
19,0.07,0.1,2,2.5,5.08639921686e-225,1.27838273786e-225,2.41451788477e-228,7.20237908951e-227,1.20394442908e-225,1.6345238043e-225,3.57656975009e-226,7.23764749674e-227,1.20449035433e-225
19,0.07,0.1,2,2.6,2.47811642217e-245,6.237569282e-246,1.15970806168e-248,3.49476032732e-247,5.87649616865e-246,7.93693399109e-246,1.70790497122e-246,3.5067640318e-247,5.87835261668e-246
19,0.07,0.1,2,2.7,2.15997552284e-264,5.44433249674e-265,9.96277914237e-268,3.03389636988e-266,5.13098008061e-265,6.89631112242e-265,1.46008200118e-265,3.0412017968e-266,5.13210894156e-265
19,0.07,0.1,2,2.8,2.4723617016e-282,6.23984714526e-283,1.12375445834e-285,3.45900845306e-284,5.88270875537e-283,7.87035136142e-283,1.64025713945e-283,3.4648443964e-284,5.88360978233e-283
19,0.07,0.1,2,2.9,2.87027356907e-299,7.25303077472e-300,1.2854491018e-302,4.00023793994e-301,6.84015248971e-300,9.11147546064e-300,1.87009739143e-300,4.00496449507e-301,6.8408816197e-300
19,0.07,0.1,2,3,2.71873408525993e-315,6.8781045035417e-316,1.19958644744609e-318,3.77477269899744e-317,6.48863136916749e-316,8.60751815521944e-316,1.74061604672498e-316,3.77789469981351e-317,6.4891126385131e-316
19,0.07,0.2,2,0,0.00520055183062,0.000390326898393,3.23514751574e-06,5.52578969339e-05,0.000331833853944,0.00271065731614,0.00202398145104,0.000348045044627,0.000338630820468
19,0.07,0.2,2,0.1,0.00443612186938,0.000370653298145,2.77201726564e-06,5.01994823895e-05,0.00031768179849,0.00224006096038,0.00161238926656,0.000300404171535,0.000327267522285
19,0.07,0.2,2,0.2,0.00370597340255,0.000346350792499,2.32105562746e-06,4.45498731526e-05,0.000299479863718,0.0018078454882,0.00124643132623,0.000249286315153,0.000312127846813
19,0.07,0.2,2,0.3,0.00302069969194,0.000316617741878,1.89154348787e-06,3.8401619375e-05,0.000276324579015,0.00142012986057,0.000931360774847,0.000197092660021,0.000291676425702
19,0.07,0.2,2,0.4,0.00239085254105,0.000280967577579,1.49294800967e-06,3.19356591877e-05,0.000247538970382,0.00108154978849,0.000670012423302,0.000147143071834,0.000264394293353
19,0.07,0.2,2,0.5,0.00182496815995,0.000239525742907,1.13335386728e-06,2.54063924566e-05,0.000212985996583,0.000794017635196,0.000461678886013,0.00010286974718,0.000229469002003
19,0.07,0.2,2,0.6,0.00132774192652,0.000193212562796,8.1795661392e-07,1.90936830549e-05,0.000173300923127,0.00055608058908,0.000301919483902,6.67179664705e-05,0.000187443138707
19,0.07,0.2,2,0.7,0.00089928333867,0.000143664442521,5.48317636575e-07,1.32413391678e-05,0.000129874785717,0.000363291607887,0.000183546317495,3.94497048177e-05,0.000140295585574
19,0.07,0.2,2,0.8,0.000535735942315,9.29045528948e-05,3.22694441123e-07,8.01313872448e-06,8.45687197292e-05,0.000209372886029,9.82653532062e-05,2.02681255026e-05,9.083940732e-05
19,0.07,0.2,2,0.9,0.000230703472757,4.29310342608e-05,1.37080017818e-07,3.48223168572e-06,3.93117225572e-05,8.75268460214e-05,3.81537751548e-05,7.50676013479e-06,4.18663107319e-05
19,0.07,0.2,2,1,7.25308514415e-24,1.4263218694e-24,4.26027919384e-27,1.09992244171e-25,1.31206934603e-24,2.68285662617e-24,1.09596486312e-24,2.04244262544e-25,1.38264750051e-24
19,0.07,0.2,2,1.1,2.65356423389e-119,5.26892903117e-120,1.57894493973e-122,4.0539050848e-121,4.84774907329e-120,9.65824244953e-120,3.9634607884e-120,6.58328062919e-121,5.0364535982e-120
19,0.07,0.2,2,1.2,6.09523911562e-198,1.21973831198e-198,3.65402111477e-201,9.35170765774e-200,1.12256721429e-198,2.18888431799e-198,8.98946377638e-199,1.35874453038e-199,1.15406348731e-198
19,0.07,0.2,2,1.3,1.04667553991e-263,2.10790235894e-264,6.29424823335e-267,1.60906860341e-265,1.94070125036e-264,3.71647920511e-264,1.5230190048e-264,2.13654622474e-265,1.97980557784e-264
19,0.07,0.2,2,1.4,1.67216517834970e-319,3.38286747707502e-320,1.03753785626662e-322,2.57902267129131e-321,3.1155779626749e-320,5.87987525115668e-320,2.39177179151747e-320,3.21636735442652e-321,3.16745485548823e-320
19,0.07,0.2,2,1.5,4.31319308819408e-321,8.49792910846944e-322,0,5.43472210425371e-323,7.90505033345994e-322,1.59583203606723e-321,5.13828271674896e-322,1.53160350210786e-322,9.23902757723131e-322
19,0.07,0.2,2,1.6,4.43176884319598e-321,8.69555536680594e-322,0,5.43472210425371e-323,8.15208315638057e-322,1.62053531835929e-321,5.08887615216484e-322,1.53160350210786e-322,9.58487352932018e-322
19,0.07,0.2,2,1.7,3.79442416006077e-321,7.50979781678695e-322,0,4.94065645841247e-323,7.06513873552983e-322,1.40808709064755e-321,4.24896455423472e-322,1.48219693752374e-322,8.39911597930119e-322
19,0.07,0.2,2,1.8,2.23317671920243e-321,4.39718424798709e-322,0,2.47032822920623e-323,4.10074486048235e-322,8.30030285013294e-322,2.51973479379036e-322,3.95252516672997e-323,5.33590897508546e-322
19,0.07,0.2,2,1.9,2.93969059275542e-321,5.78056805634258e-322,0,2.47032822920623e-323,5.48412866883784e-322,1.10670704668439e-321,3.16202013338398e-322,1.08694442085074e-322,6.76869934802508e-322
19,0.07,0.2,2,2,2.30234590962021e-321,4.54540394173947e-322,0,2.47032822920623e-323,4.24896455423472e-322,8.54733567305357e-322,2.51973479379036e-322,3.95252516672997e-323,5.58294179800609e-322
19,0.07,0.2,2,2.1,2.03555046086594e-321,3.95252516672997e-322,0,1.97626258336499e-323,3.85371203756172e-322,7.55920438137107e-322,2.12448227711736e-322,3.45845952088873e-323,5.18768928133309e-322
19,0.07,0.2,2,2.2,2.91004665400494e-321,5.73116149175846e-322,0,2.96439387504748e-323,5.38531553966959e-322,1.09682573376757e-321,2.86558074587923e-322,1.28457067918724e-322,6.76869934802508e-322
19,0.07,0.2,2,2.3,1.52666284564945e-321,2.96439387504748e-322,0,1.48219693752374e-323,2.86558074587923e-322,5.87938118551083e-322,1.82804288961261e-322,2.47032822920623e-323,3.85371203756172e-322
19,0.07,0.2,2,2.4,1.53654415856628e-321,2.96439387504748e-322,0,9.88131291682493e-324,2.86558074587923e-322,6.02760087926321e-322,1.92685601878086e-322,1.97626258336499e-323,3.90311860214585e-322
19,0.07,0.2,2,2.5,1.53160350210786e-321,3.01380043963160e-322,0,9.88131291682493e-324,2.86558074587923e-322,6.02760087926321e-322,1.92685601878086e-322,1.97626258336499e-323,3.85371203756172e-322
19,0.07,0.2,2,2.6,1.24504542751994e-321,2.37151510003798e-322,0,9.88131291682493e-324,2.32210853545386e-322,4.84184332924422e-322,1.33397724377137e-322,2.47032822920623e-323,3.31023982713635e-322
19,0.07,0.2,2,2.7,1.22528280168629e-321,2.37151510003798e-322,0,9.88131291682493e-324,2.32210853545386e-322,4.59481050632359e-322,1.28457067918724e-322,1.48219693752374e-323,3.2114266979681e-322
19,0.07,0.2,2,2.8,1.17587623710217e-321,2.27270197086973e-322,0,9.88131291682493e-324,2.17388884170148e-322,4.44659081257122e-322,1.18575755001899e-322,2.47032822920623e-323,3.01380043963160e-322
19,0.07,0.2,2,2.9,8.25089628554882e-322,1.63041663127611e-322,0,9.88131291682493e-324,1.53160350210786e-322,3.2114266979681e-322,8.39911597930119e-323,1.48219693752374e-323,2.22329540628561e-322
19,0.07,0.2,2,3,9.93071948140906e-322,1.97626258336499e-322,0,4.94065645841247e-323,1.53160350210786e-322,3.55727265005698e-322,8.39911597930119e-323,5.43472210425371e-323,2.22329540628561e-322
3,0.1,0.025,2,0,0.00288452265061,0.000254911037612,1.79081571391e-07,8.36918755585e-06,0.000246362768485,0.00234240681163,0.000552208106795,0.000727330461171,0.00106286824366
3,0.1,0.025,2,0.1,0.00194375140225,0.0002073247528,2.37945789358e-07,8.90813548167e-06,0.000198178671529,0.0015493136112,0.000318668840482,0.00039791957419,0.000832725196532
3,0.1,0.025,2,0.2,0.00114948395377,0.000147035536259,1.97021105718e-07,6.96662911722e-06,0.000139871886036,0.000897886180329,0.000161241411706,0.00018613021518,0.000550514553444
3,0.1,0.025,2,0.3,0.000468958833788,7.13411050162e-05,9.82767091841e-08,3.41242302038e-06,6.78304052866e-05,0.000358385957986,5.63646389505e-05,5.89405209653e-05,0.00024308079807
3,0.1,0.025,2,0.4,8.22777553893e-71,1.47319639258e-71,1.98521274225e-74,6.83318500603e-73,1.40287932977e-71,6.10198068241e-71,8.94824733174e-72,8.18168495192e-72,4.38898745405e-71
3,0.1,0.025,2,0.5,2.86215816982e-298,5.8064825499e-299,7.88075389047e-302,2.66498510697e-300,5.53210328531e-299,2.0274588704e-298,3.38138350283e-299,2.49862943864e-299,1.43945757625e-298
3,0.1,0.025,2,0.6,1.38338380835549e-322,2.47032822920623e-323,0,0,2.47032822920623e-323,1.13635098543487e-322,0,0,1.13635098543487e-322
3,0.1,0.025,2,0.7,7.90505033345994e-323,1.48219693752374e-323,0,0,1.48219693752374e-323,6.4228533959362e-323,0,0,6.4228533959362e-323
3,0.1,0.025,2,0.8,1.08694442085074e-322,2.47032822920623e-323,0,0,2.47032822920623e-323,8.39911597930119e-323,0,0,8.39911597930119e-323
3,0.1,0.025,2,0.9,3.95252516672997e-323,0,0,0,0,3.95252516672997e-323,0,0,3.95252516672997e-323
3,0.1,0.025,2,1,8.39911597930119e-323,1.97626258336499e-323,0,0,1.97626258336499e-323,6.4228533959362e-323,0,0,6.4228533959362e-323
3,0.1,0.025,2,1.1,1.13635098543487e-322,2.47032822920623e-323,0,0,2.47032822920623e-323,8.89318162514244e-323,0,0,8.89318162514244e-323
3,0.1,0.025,2,1.2,6.4228533959362e-323,1.48219693752374e-323,0,0,1.48219693752374e-323,4.94065645841247e-323,0,0,4.94065645841247e-323
3,0.1,0.025,2,1.3,-9.88131291682493e-324,0,0,0,0,-9.88131291682493e-324,0,0,-9.88131291682493e-324
3,0.1,0.025,2,1.4,3.45845952088873e-322,9.88131291682493e-323,0,0,9.88131291682493e-323,2.02566914794911e-322,0,0,2.02566914794911e-322
3,0.1,0.025,2,1.5,9.38724727098368e-323,1.97626258336499e-323,0,0,1.97626258336499e-323,6.91691904177745e-323,0,0,6.91691904177745e-323
3,0.1,0.025,2,1.6,1.13635098543487e-322,2.47032822920623e-323,0,0,2.47032822920623e-323,8.89318162514244e-323,0,0,8.89318162514244e-323
3,0.1,0.025,2,1.7,1.18575755001899e-322,2.47032822920623e-323,0,0,2.47032822920623e-323,9.38724727098368e-323,0,0,9.38724727098368e-323
3,0.1,0.025,2,1.8,5.08887615216484e-322,1.28457067918724e-322,0,0,1.28457067918724e-322,3.2114266979681e-322,0,0,3.2114266979681e-322
3,0.1,0.025,2,1.9,5.78056805634258e-322,1.53160350210786e-322,0,0,1.53160350210786e-322,3.45845952088873e-322,0,0,3.45845952088873e-322
3,0.1,0.025,2,2,3.85371203756172e-322,1.03753785626662e-322,0,0,1.03753785626662e-322,2.42092166462211e-322,0,0,2.42092166462211e-322
3,0.1,0.025,2,2.1,-4.94065645841247e-324,0,0,0,0,-4.94065645841247e-324,0,0,-4.94065645841247e-324
3,0.1,0.025,2,2.2,1.48219693752374e-322,3.45845952088873e-323,0,0,3.45845952088873e-323,1.08694442085074e-322,0,0,1.08694442085074e-322
3,0.1,0.025,2,2.3,7.90505033345994e-323,1.97626258336499e-323,0,0,1.97626258336499e-323,5.92878775009496e-323,0,0,5.92878775009496e-323
3,0.1,0.025,2,2.4,4.69362363549184e-322,1.38338380835549e-322,0,0,1.38338380835549e-322,2.76676761671098e-322,0,0,2.76676761671098e-322
3,0.1,0.025,2,2.5,2.42092166462211e-322,5.92878775009496e-323,0,0,5.92878775009496e-323,1.53160350210786e-322,0,0,1.53160350210786e-322
3,0.1,0.025,2,2.6,2.32210853545386e-322,5.92878775009496e-323,0,0,5.92878775009496e-323,1.58101006669199e-322,0,0,1.58101006669199e-322
3,0.1,0.025,2,2.7,1.63041663127611e-322,4.94065645841247e-323,0,0,4.94065645841247e-323,1.08694442085074e-322,0,0,1.08694442085074e-322
3,0.1,0.025,2,2.8,2.12448227711736e-322,5.92878775009496e-323,0,0,5.92878775009496e-323,1.28457067918724e-322,0,0,1.28457067918724e-322
3,0.1,0.025,2,2.9,7.90505033345994e-323,2.47032822920623e-323,0,0,2.47032822920623e-323,5.43472210425371e-323,0,0,5.43472210425371e-323
3,0.1,0.025,2,3,2.61854792295861e-322,6.91691904177745e-323,0,0,6.91691904177745e-323,1.77863632502849e-322,0,0,1.77863632502849e-322
3,0.1,0.05,2,0,0.00288452265061,0.000254911037612,1.79081571391e-07,8.36918755585e-06,0.000246362768485,0.00234240681163,0.000552208106795,0.000727330461171,0.00106286824366
3,0.1,0.05,2,0.1,0.00192085583825,0.00020487331066,2.34247136337e-07,8.79729791148e-06,0.000195841765612,0.00153107829493,0.000314917729434,0.000393231834483,0.000822928731012
3,0.1,0.05,2,0.2,0.00110897215712,0.000141843492344,1.89176965607e-07,6.71508826262e-06,0.000134939227116,0.000866256306847,0.000155559046701,0.000179570073773,0.000531127186373
3,0.1,0.05,2,0.3,0.000412912592351,6.28071871023e-05,8.6096398219e-08,3.00201027611e-06,5.9719080428e-05,0.000315560479533,4.963341572e-05,5.18933942646e-05,0.000214033669548
3,0.1,0.05,2,0.4,5.28747066635e-99,9.45862194567e-100,1.27801189992e-102,4.40798267747e-101,9.00504355892e-100,3.90996005684e-99,5.89755321808e-100,5.33777171761e-100,2.78642756327e-99
3,0.1,0.05,2,0.5,1.42784971648120e-321,2.91498731046335e-322,0,0,2.91498731046335e-322,1.03753785626662e-321,1.53160350210786e-322,1.48219693752374e-322,7.36157812303457e-322
3,0.1,0.05,2,0.6,1.48219693752374e-322,2.47032822920623e-323,0,0,2.47032822920623e-323,1.23516411460312e-322,0,0,1.23516411460312e-322
3,0.1,0.05,2,0.7,8.05327002721232e-322,1.97626258336499e-322,0,0,1.97626258336499e-322,4.59481050632359e-322,0,0,4.59481050632359e-322
3,0.1,0.05,2,0.8,3.45845952088873e-322,8.89318162514244e-323,0,0,8.89318162514244e-323,2.27270197086973e-322,0,0,2.27270197086973e-322
3,0.1,0.05,2,0.9,8.89318162514244e-323,2.47032822920623e-323,0,0,2.47032822920623e-323,6.4228533959362e-323,0,0,6.4228533959362e-323
3,0.1,0.05,2,1,1.03753785626662e-322,2.47032822920623e-323,0,0,2.47032822920623e-323,7.90505033345994e-323,0,0,7.90505033345994e-323
3,0.1,0.05,2,1.1,7.90505033345994e-323,1.48219693752374e-323,0,0,1.48219693752374e-323,5.92878775009496e-323,0,0,5.92878775009496e-323
3,0.1,0.05,2,1.2,9.88131291682493e-324,0,0,0,0,9.88131291682493e-324,0,0,9.88131291682493e-324
3,0.1,0.05,2,1.3,8.39911597930119e-323,1.97626258336499e-323,0,0,1.97626258336499e-323,6.4228533959362e-323,0,0,6.4228533959362e-323
3,0.1,0.05,2,1.4,1.03753785626662e-322,2.47032822920623e-323,0,0,2.47032822920623e-323,7.90505033345994e-323,0,0,7.90505033345994e-323
3,0.1,0.05,2,1.5,1.13635098543487e-322,2.47032822920623e-323,0,0,2.47032822920623e-323,8.89318162514244e-323,0,0,8.89318162514244e-323
3,0.1,0.05,2,1.6,4.05133829589822e-322,1.13635098543487e-322,0,0,1.13635098543487e-322,2.42092166462211e-322,0,0,2.42092166462211e-322
3,0.1,0.05,2,1.7,1.63041663127611e-322,2.47032822920623e-323,0,0,2.47032822920623e-323,1.23516411460312e-322,0,0,1.23516411460312e-322
3,0.1,0.05,2,1.8,7.4109846876187e-323,1.48219693752374e-323,0,0,1.48219693752374e-323,5.43472210425371e-323,0,0,5.43472210425371e-323
3,0.1,0.05,2,1.9,-7.90505033345994e-323,-1.97626258336499e-323,0,0,-1.97626258336499e-323,-5.92878775009496e-323,0,0,-5.92878775009496e-323
3,0.1,0.05,2,2,3.65608577922522e-322,9.38724727098368e-323,0,0,9.38724727098368e-323,2.32210853545386e-322,0,0,2.32210853545386e-322
3,0.1,0.05,2,2.1,4.44659081257122e-322,1.18575755001899e-322,0,0,1.18575755001899e-322,2.56914135837448e-322,0,0,2.56914135837448e-322
3,0.1,0.05,2,2.2,3.8043054729776e-322,1.03753785626662e-322,0,0,1.03753785626662e-322,2.42092166462211e-322,0,0,2.42092166462211e-322
3,0.1,0.05,2,2.3,4.05133829589822e-322,1.08694442085074e-322,0,0,1.08694442085074e-322,2.47032822920623e-322,0,0,2.47032822920623e-322
3,0.1,0.05,2,2.4,3.50786608547285e-322,8.89318162514244e-323,0,0,8.89318162514244e-323,2.27270197086973e-322,0,0,2.27270197086973e-322
3,0.1,0.05,2,2.5,4.24896455423472e-322,1.18575755001899e-322,0,0,1.18575755001899e-322,2.56914135837448e-322,0,0,2.56914135837448e-322
3,0.1,0.05,2,2.6,4.29837111881884e-322,1.18575755001899e-322,0,0,1.18575755001899e-322,2.56914135837448e-322,0,0,2.56914135837448e-322
3,0.1,0.05,2,2.7,4.39718424798709e-322,1.18575755001899e-322,0,0,1.18575755001899e-322,2.56914135837448e-322,0,0,2.56914135837448e-322
3,0.1,0.05,2,2.8,4.44659081257122e-322,1.18575755001899e-322,0,0,1.18575755001899e-322,2.56914135837448e-322,0,0,2.56914135837448e-322
3,0.1,0.05,2,2.9,4.69362363549184e-322,1.38338380835549e-322,0,0,1.38338380835549e-322,2.76676761671098e-322,0,0,2.76676761671098e-322
3,0.1,0.05,2,3,5.63234836259021e-322,1.48219693752374e-322,0,0,1.48219693752374e-322,3.4090529563046e-322,0,0,3.4090529563046e-322
3,0.1,0.1,2,0,0.00288452265061,0.000254911037612,1.79081571391e-07,8.36918755585e-06,0.000246362768485,0.00234240681163,0.000552208106795,0.000727330461171,0.00106286824366
3,0.1,0.1,2,0.1,0.00187137258855,0.000199584393012,2.27010644004e-07,8.56276949249e-06,0.000190794612876,0.00149165264429,0.000306807534192,0.000383100249309,0.00080174486079
3,0.1,0.1,2,0.2,0.00102047576364,0.000130512675825,1.72936234633e-07,6.17166138664e-06,0.000124168078203,0.000797143995027,0.000143147492747,0.000165237249902,0.000488759252377
3,0.1,0.1,2,0.3,0.000294767173633,4.48330633494e-05,6.10296505461e-08,2.14013446157e-06,4.26318992373e-05,0.000225276842719,3.54299110269e-05,3.70434706924e-05,0.000152803461
3,0.1,0.1,2,0.4,1.80024430339e-153,3.2103897674e-154,4.38206016976e-157,1.51313716828e-155,3.0546939904e-154,1.32375865222e-153,2.116367845e-154,1.87503865808e-154,9.24618001911e-154
3,0.1,0.1,2,0.5,1.11658835960122e-321,2.22329540628561e-322,0,0,2.22329540628561e-322,8.15208315638057e-322,9.88131291682493e-323,1.48219693752374e-322,5.68175492717434e-322
3,0.1,0.1,2,0.6,9.78249978765668e-322,2.17388884170148e-322,0,0,2.17388884170148e-322,6.66988621885683e-322,4.44659081257122e-323,1.48219693752374e-322,4.74303020007597e-322
3,0.1,0.1,2,0.7,2.66795448754273e-322,6.4228533959362e-323,0,0,6.4228533959362e-323,1.77863632502849e-322,0,0,1.77863632502849e-322
3,0.1,0.1,2,0.8,4.34777768340297e-322,1.08694442085074e-322,0,0,1.08694442085074e-322,2.81617418129511e-322,0,0,2.81617418129511e-322
3,0.1,0.1,2,0.9,2.47032822920623e-322,5.43472210425371e-323,0,0,5.43472210425371e-323,1.72922976044436e-322,0,0,1.72922976044436e-322
3,0.1,0.1,2,1,4.34777768340297e-322,1.18575755001899e-322,0,0,1.18575755001899e-322,2.76676761671098e-322,0,0,2.76676761671098e-322
3,0.1,0.1,2,1.1,4.19955798965060e-322,1.13635098543487e-322,0,0,1.13635098543487e-322,2.51973479379036e-322,0,0,2.51973479379036e-322
3,0.1,0.1,2,1.2,4.34777768340297e-322,1.18575755001899e-322,0,0,1.18575755001899e-322,2.56914135837448e-322,0,0,2.56914135837448e-322
3,0.1,0.1,2,1.3,4.15015142506647e-322,1.13635098543487e-322,0,0,1.13635098543487e-322,2.51973479379036e-322,0,0,2.51973479379036e-322
3,0.1,0.1,2,1.4,3.65608577922522e-322,9.38724727098368e-323,0,0,9.38724727098368e-323,2.32210853545386e-322,0,0,2.32210853545386e-322
3,0.1,0.1,2,1.5,3.65608577922522e-322,9.38724727098368e-323,0,0,9.38724727098368e-323,2.32210853545386e-322,0,0,2.32210853545386e-322
3,0.1,0.1,2,1.6,5.53353523342196e-322,1.43279037293961e-322,0,0,1.43279037293961e-322,3.35964639172048e-322,0,0,3.35964639172048e-322
3,0.1,0.1,2,1.7,3.16202013338398e-322,8.39911597930119e-323,0,0,8.39911597930119e-323,2.17388884170148e-322,0,0,2.17388884170148e-322
3,0.1,0.1,2,1.8,3.31023982713635e-322,8.39911597930119e-323,0,0,8.39911597930119e-323,2.17388884170148e-322,0,0,2.17388884170148e-322
3,0.1,0.1,2,1.9,5.58294179800609e-322,1.48219693752374e-322,0,0,1.48219693752374e-322,3.35964639172048e-322,0,0,3.35964639172048e-322
3,0.1,0.1,2,2,4.34777768340297e-322,1.18575755001899e-322,0,0,1.18575755001899e-322,2.51973479379036e-322,0,0,2.51973479379036e-322
3,0.1,0.1,2,2.1,6.27463370218383e-322,1.67982319586024e-322,0,0,1.67982319586024e-322,3.70549234380935e-322,0,0,3.70549234380935e-322
3,0.1,0.1,2,2.2,3.85371203756172e-322,1.03753785626662e-322,0,0,1.03753785626662e-322,2.42092166462211e-322,0,0,2.42092166462211e-322
3,0.1,0.1,2,2.3,4.39718424798709e-322,1.18575755001899e-322,0,0,1.18575755001899e-322,2.56914135837448e-322,0,0,2.56914135837448e-322
3,0.1,0.1,2,2.4,4.05133829589822e-322,1.13635098543487e-322,0,0,1.13635098543487e-322,2.51973479379036e-322,0,0,2.51973479379036e-322
3,0.1,0.1,2,2.5,3.85371203756172e-322,1.03753785626662e-322,0,0,1.03753785626662e-322,2.42092166462211e-322,0,0,2.42092166462211e-322
3,0.1,0.1,2,2.6,4.24896455423472e-322,1.13635098543487e-322,0,0,1.13635098543487e-322,2.51973479379036e-322,0,0,2.51973479379036e-322
3,0.1,0.1,2,2.7,4.24896455423472e-322,1.13635098543487e-322,0,0,1.13635098543487e-322,2.51973479379036e-322,0,0,2.51973479379036e-322
3,0.1,0.1,2,2.8,4.44659081257122e-322,1.18575755001899e-322,0,0,1.18575755001899e-322,2.56914135837448e-322,0,0,2.56914135837448e-322
3,0.1,0.1,2,2.9,6.6204796542727e-322,1.72922976044436e-322,0,0,1.72922976044436e-322,3.8043054729776e-322,0,0,3.8043054729776e-322
3,0.1,0.1,2,3,6.86751247719333e-322,1.72922976044436e-322,0,0,1.72922976044436e-322,3.8043054729776e-322,0,0,3.8043054729776e-322
3,0.1,0.2,2,0,0.00288452265061,0.000254911037612,1.79081571391e-07,8.36918755585e-06,0.000246362768485,0.00234240681163,0.000552208106795,0.000727330461171,0.00106286824366
3,0.1,0.2,2,0.1,0.00175387463651,0.000187040868387,2.11215986202e-07,8.0150279566e-06,0.000178814624444,0.00139801325294,0.000287546370663,0.0003590429688,0.00075142391348
3,0.1,0.2,2,0.2,0.000810144731626,0.000103602231377,1.36040981451e-07,4.89147865036e-06,9.85747117449e-05,0.000632856172489,0.000113644945614,0.000131175296866,0.00038803593001
3,0.1,0.2,2,0.3,1.0579490613e-05,1.60899824463e-06,2.16888641711e-09,7.66772500609e-08,1.53015210816e-06,8.08534235982e-06,1.27171851737e-06,1.32965733168e-06,5.48396651077e-06
3,0.1,0.2,2,0.4,2.62116036082e-278,4.61903261502e-279,6.50637210264e-282,2.24009644825e-280,4.3885165981e-279,1.90811848883e-278,3.44436642991e-279,2.9138855231e-279,1.27229329353e-278
3,0.1,0.2,2,0.5,1.18575755001899e-322,1.97626258336499e-323,0,0,1.97626258336499e-323,9.88131291682493e-323,0,0,9.88131291682493e-323
3,0.1,0.2,2,0.6,1.48219693752374e-322,2.47032822920623e-323,0,0,2.47032822920623e-323,1.23516411460312e-322,0,0,1.23516411460312e-322
3,0.1,0.2,2,0.7,2.66795448754273e-322,5.43472210425371e-323,0,0,5.43472210425371e-323,1.82804288961261e-322,0,0,1.82804288961261e-322
3,0.1,0.2,2,0.8,2.91498731046335e-322,6.91691904177745e-323,0,0,6.91691904177745e-323,2.02566914794911e-322,0,0,2.02566914794911e-322
3,0.1,0.2,2,0.9,2.71736105212686e-322,5.92878775009496e-323,0,0,5.92878775009496e-323,1.82804288961261e-322,0,0,1.82804288961261e-322
3,0.1,0.2,2,1,5.28650241050134e-322,1.38338380835549e-322,0,0,1.38338380835549e-322,3.2114266979681e-322,0,0,3.2114266979681e-322
3,0.1,0.2,2,1.1,2.56914135837448e-322,5.43472210425371e-323,0,0,5.43472210425371e-323,1.77863632502849e-322,0,0,1.77863632502849e-322
3,0.1,0.2,2,1.2,3.26083326255223e-322,7.90505033345994e-323,0,0,7.90505033345994e-323,2.17388884170148e-322,0,0,2.17388884170148e-322
3,0.1,0.2,2,1.3,3.06320700421573e-322,8.39911597930119e-323,0,0,8.39911597930119e-323,1.92685601878086e-322,0,0,1.92685601878086e-322
3,0.1,0.2,2,1.4,3.16202013338398e-322,7.90505033345994e-323,0,0,7.90505033345994e-323,2.17388884170148e-322,0,0,2.17388884170148e-322
3,0.1,0.2,2,1.5,3.06320700421573e-322,7.4109846876187e-323,0,0,7.4109846876187e-323,2.02566914794911e-322,0,0,2.02566914794911e-322
3,0.1,0.2,2,1.6,3.70549234380935e-322,9.38724727098368e-323,0,0,9.38724727098368e-323,2.32210853545386e-322,0,0,2.32210853545386e-322
3,0.1,0.2,2,1.7,4.10074486048235e-322,1.13635098543487e-322,0,0,1.13635098543487e-322,2.51973479379036e-322,0,0,2.51973479379036e-322
3,0.1,0.2,2,1.8,3.70549234380935e-322,9.38724727098368e-323,0,0,9.38724727098368e-323,2.32210853545386e-322,0,0,2.32210853545386e-322
3,0.1,0.2,2,1.9,3.70549234380935e-322,9.38724727098368e-323,0,0,9.38724727098368e-323,2.32210853545386e-322,0,0,2.32210853545386e-322
3,0.1,0.2,2,2,3.2114266979681e-322,7.90505033345994e-323,0,0,7.90505033345994e-323,2.17388884170148e-322,0,0,2.17388884170148e-322
3,0.1,0.2,2,2.1,3.11261356879985e-322,7.90505033345994e-323,0,0,7.90505033345994e-323,2.07507571253324e-322,0,0,2.07507571253324e-322
3,0.1,0.2,2,2.2,3.35964639172048e-322,8.39911597930119e-323,0,0,8.39911597930119e-323,2.17388884170148e-322,0,0,2.17388884170148e-322
3,0.1,0.2,2,2.3,3.31023982713635e-322,7.90505033345994e-323,0,0,7.90505033345994e-323,2.17388884170148e-322,0,0,2.17388884170148e-322
3,0.1,0.2,2,2.4,3.50786608547285e-322,8.89318162514244e-323,0,0,8.89318162514244e-323,2.22329540628561e-322,0,0,2.22329540628561e-322
3,0.1,0.2,2,2.5,3.50786608547285e-322,8.89318162514244e-323,0,0,8.89318162514244e-323,2.27270197086973e-322,0,0,2.27270197086973e-322
3,0.1,0.2,2,2.6,3.35964639172048e-322,7.90505033345994e-323,0,0,7.90505033345994e-323,2.17388884170148e-322,0,0,2.17388884170148e-322
